Epoch: 0/100 Step: 1 -  Training Loss: 4.614 -  Validation Loss: 4.600 -  Validation Accuracy: 0.037
Epoch: 29/100 Step: 2988 -  Training Loss: 0.065 -  Validation Loss: 0.181 -  Validation Accuracy: 0.952
Epoch: 30/100 Step: 3091 -  Training Loss: 0.075 -  Validation Loss: 0.182 -  Validation Accuracy: 0.955
Epoch: 31/100 Step: 3194 -  Training Loss: 0.080 -  Validation Loss: 0.168 -  Validation Accuracy: 0.963
Epoch: 32/100 Step: 3297 -  Training Loss: 0.073 -  Validation Loss: 0.168 -  Validation Accuracy: 0.959
Epoch: 33/100 Step: 3400 -  Training Loss: 0.077 -  Validation Loss: 0.192 -  Validation Accuracy: 0.953
Epoch: 34/100 Step: 3503 -  Training Loss: 0.074 -  Validation Loss: 0.182 -  Validation Accuracy: 0.959
Epoch: 35/100 Step: 3606 -  Training Loss: 0.067 -  Validation Loss: 0.184 -  Validation Accuracy: 0.953
Epoch: 36/100 Step: 3709 -  Training Loss: 0.092 -  Validation Loss: 0.173 -  Validation Accuracy: 0.950
Epoch: 37/100 Step: 3812 -  Training Loss: 0.075 -  Validation Loss: 0.194 -  Validation Accuracy: 0.947
Epoch: 38/100 Step: 3915 -  Training Loss: 0.072 -  Validation Loss: 0.177 -  Validation Accuracy: 0.962
Epoch: 39/100 Step: 4018 -  Training Loss: 0.079 -  Validation Loss: 0.169 -  Validation Accuracy: 0.962
Epoch: 40/100 Step: 4121 -  Training Loss: 0.069 -  Validation Loss: 0.171 -  Validation Accuracy: 0.962
Epoch: 41/100 Step: 4224 -  Training Loss: 0.063 -  Validation Loss: 0.158 -  Validation Accuracy: 0.966
Epoch: 42/100 Step: 4327 -  Training Loss: 0.064 -  Validation Loss: 0.181 -  Validation Accuracy: 0.950
Epoch: 43/100 Step: 4430 -  Training Loss: 0.074 -  Validation Loss: 0.202 -  Validation Accuracy: 0.956
Epoch: 44/100 Step: 4533 -  Training Loss: 0.086 -  Validation Loss: 0.201 -  Validation Accuracy: 0.953
Epoch: 45/100 Step: 4636 -  Training Loss: 0.073 -  Validation Loss: 0.215 -  Validation Accuracy: 0.946
Epoch: 46/100 Step: 4739 -  Training Loss: 0.065 -  Validation Loss: 0.182 -  Validation Accuracy: 0.959
Epoch: 47/100 Step: 4842 -  Training Loss: 0.072 -  Validation Loss: 0.221 -  Validation Accuracy: 0.948
Epoch: 48/100 Step: 4945 -  Training Loss: 0.072 -  Validation Loss: 0.190 -  Validation Accuracy: 0.953
Epoch: 49/100 Step: 5048 -  Training Loss: 0.071 -  Validation Loss: 0.222 -  Validation Accuracy: 0.947
Epoch: 50/100 Step: 5151 -  Training Loss: 0.076 -  Validation Loss: 0.215 -  Validation Accuracy: 0.949
Epoch: 51/100 Step: 5254 -  Training Loss: 0.072 -  Validation Loss: 0.202 -  Validation Accuracy: 0.957
Epoch: 52/100 Step: 5357 -  Training Loss: 0.081 -  Validation Loss: 0.238 -  Validation Accuracy: 0.948
Epoch: 53/100 Step: 5460 -  Training Loss: 0.073 -  Validation Loss: 0.228 -  Validation Accuracy: 0.949
Epoch: 54/100 Step: 5563 -  Training Loss: 0.065 -  Validation Loss: 0.233 -  Validation Accuracy: 0.946
Epoch: 55/100 Step: 5666 -  Training Loss: 0.061 -  Validation Loss: 0.250 -  Validation Accuracy: 0.949
Epoch: 56/100 Step: 5769 -  Training Loss: 0.062 -  Validation Loss: 0.236 -  Validation Accuracy: 0.946
Epoch: 57/100 Step: 5872 -  Training Loss: 0.054 -  Validation Loss: 0.216 -  Validation Accuracy: 0.958
Epoch: 58/100 Step: 5975 -  Training Loss: 0.077 -  Validation Loss: 0.204 -  Validation Accuracy: 0.950
Epoch: 59/100 Step: 6078 -  Training Loss: 0.058 -  Validation Loss: 0.236 -  Validation Accuracy: 0.952
Epoch: 60/100 Step: 6181 -  Training Loss: 0.069 -  Validation Loss: 0.224 -  Validation Accuracy: 0.949
Epoch: 61/100 Step: 6284 -  Training Loss: 0.065 -  Validation Loss: 0.224 -  Validation Accuracy: 0.946
Epoch: 62/100 Step: 6387 -  Training Loss: 0.051 -  Validation Loss: 0.161 -  Validation Accuracy: 0.968
Epoch: 63/100 Step: 6490 -  Training Loss: 0.050 -  Validation Loss: 0.169 -  Validation Accuracy: 0.965
Epoch: 64/100 Step: 6593 -  Training Loss: 0.062 -  Validation Loss: 0.182 -  Validation Accuracy: 0.960
Epoch: 65/100 Step: 6696 -  Training Loss: 0.064 -  Validation Loss: 0.193 -  Validation Accuracy: 0.958
Epoch: 66/100 Step: 6799 -  Training Loss: 0.079 -  Validation Loss: 0.189 -  Validation Accuracy: 0.963
Epoch: 67/100 Step: 6902 -  Training Loss: 0.071 -  Validation Loss: 0.218 -  Validation Accuracy: 0.956
Epoch: 68/100 Step: 7005 -  Training Loss: 0.076 -  Validation Loss: 0.224 -  Validation Accuracy: 0.953
Epoch: 69/100 Step: 7108 -  Training Loss: 0.068 -  Validation Loss: 0.247 -  Validation Accuracy: 0.953
Epoch: 70/100 Step: 7211 -  Training Loss: 0.066 -  Validation Loss: 0.224 -  Validation Accuracy: 0.961
Epoch: 71/100 Step: 7314 -  Training Loss: 0.059 -  Validation Loss: 0.252 -  Validation Accuracy: 0.952
Epoch: 72/100 Step: 7417 -  Training Loss: 0.062 -  Validation Loss: 0.217 -  Validation Accuracy: 0.960
Epoch: 73/100 Step: 7520 -  Training Loss: 0.073 -  Validation Loss: 0.241 -  Validation Accuracy: 0.958
Epoch: 74/100 Step: 7623 -  Training Loss: 0.051 -  Validation Loss: 0.239 -  Validation Accuracy: 0.952
Epoch: 75/100 Step: 7726 -  Training Loss: 0.052 -  Validation Loss: 0.216 -  Validation Accuracy: 0.959
Epoch: 76/100 Step: 7829 -  Training Loss: 0.046 -  Validation Loss: 0.232 -  Validation Accuracy: 0.957
Epoch: 77/100 Step: 7932 -  Training Loss: 0.072 -  Validation Loss: 0.230 -  Validation Accuracy: 0.963
Epoch: 78/100 Step: 8035 -  Training Loss: 0.066 -  Validation Loss: 0.196 -  Validation Accuracy: 0.958
Epoch: 79/100 Step: 8138 -  Training Loss: 0.068 -  Validation Loss: 0.210 -  Validation Accuracy: 0.956
Epoch: 80/100 Step: 8241 -  Training Loss: 0.057 -  Validation Loss: 0.201 -  Validation Accuracy: 0.963
Epoch: 81/100 Step: 8344 -  Training Loss: 0.056 -  Validation Loss: 0.274 -  Validation Accuracy: 0.958
Epoch: 82/100 Step: 8447 -  Training Loss: 0.070 -  Validation Loss: 0.209 -  Validation Accuracy: 0.955
Epoch: 83/100 Step: 8550 -  Training Loss: 0.047 -  Validation Loss: 0.242 -  Validation Accuracy: 0.953
Epoch: 84/100 Step: 8653 -  Training Loss: 0.047 -  Validation Loss: 0.260 -  Validation Accuracy: 0.950
Epoch: 85/100 Step: 8756 -  Training Loss: 0.051 -  Validation Loss: 0.197 -  Validation Accuracy: 0.962
Epoch: 86/100 Step: 8859 -  Training Loss: 0.060 -  Validation Loss: 0.210 -  Validation Accuracy: 0.966
Epoch: 87/100 Step: 8962 -  Training Loss: 0.056 -  Validation Loss: 0.195 -  Validation Accuracy: 0.959
Epoch: 88/100 Step: 9065 -  Training Loss: 0.062 -  Validation Loss: 0.223 -  Validation Accuracy: 0.957
Epoch: 89/100 Step: 9168 -  Training Loss: 0.045 -  Validation Loss: 0.245 -  Validation Accuracy: 0.947
Epoch: 90/100 Step: 9271 -  Training Loss: 0.054 -  Validation Loss: 0.232 -  Validation Accuracy: 0.958
Epoch: 91/100 Step: 9374 -  Training Loss: 0.071 -  Validation Loss: 0.226 -  Validation Accuracy: 0.957
Epoch: 92/100 Step: 9477 -  Training Loss: 0.074 -  Validation Loss: 0.269 -  Validation Accuracy: 0.954
Epoch: 93/100 Step: 9580 -  Training Loss: 0.082 -  Validation Loss: 0.201 -  Validation Accuracy: 0.969
Epoch: 94/100 Step: 9683 -  Training Loss: 0.096 -  Validation Loss: 0.237 -  Validation Accuracy: 0.962
Epoch: 95/100 Step: 9786 -  Training Loss: 0.065 -  Validation Loss: 0.239 -  Validation Accuracy: 0.956
Epoch: 96/100 Step: 9889 -  Training Loss: 0.069 -  Validation Loss: 0.206 -  Validation Accuracy: 0.966
Epoch: 97/100 Step: 9992 -  Training Loss: 0.057 -  Validation Loss: 0.270 -  Validation Accuracy: 0.945
Epoch: 98/100 Step: 10095 -  Training Loss: 0.068 -  Validation Loss: 0.226 -  Validation Accuracy: 0.954
Epoch: 99/100 Step: 10198 -  Training Loss: 0.052 -  Validation Loss: 0.240 -  Validation Accuracy: 0.960
Epoch: 100/100 Step: 10301 -  Training Loss: 0.073 -  Validation Loss: 0.273 -  Validation Accuracy: 0.956
model: densenet169 - hidden layers: [1024] - epochs: 100 - lr: 0.001
Run time: 246.862 min
