Epoch: 0/100 Step: 1 -  Training Loss: 4.656 -  Validation Loss: 4.601 -  Validation Accuracy: 0.016
Epoch: 23/100 Step: 2370 -  Training Loss: 0.080 -  Validation Loss: 0.163 -  Validation Accuracy: 0.953
Epoch: 24/100 Step: 2473 -  Training Loss: 0.092 -  Validation Loss: 0.171 -  Validation Accuracy: 0.951
Epoch: 25/100 Step: 2576 -  Training Loss: 0.095 -  Validation Loss: 0.159 -  Validation Accuracy: 0.958
Epoch: 26/100 Step: 2679 -  Training Loss: 0.084 -  Validation Loss: 0.134 -  Validation Accuracy: 0.966
Epoch: 27/100 Step: 2782 -  Training Loss: 0.079 -  Validation Loss: 0.153 -  Validation Accuracy: 0.959
Epoch: 28/100 Step: 2885 -  Training Loss: 0.081 -  Validation Loss: 0.140 -  Validation Accuracy: 0.963
Epoch: 29/100 Step: 2988 -  Training Loss: 0.067 -  Validation Loss: 0.180 -  Validation Accuracy: 0.950
Epoch: 30/100 Step: 3091 -  Training Loss: 0.092 -  Validation Loss: 0.155 -  Validation Accuracy: 0.953
Epoch: 31/100 Step: 3194 -  Training Loss: 0.069 -  Validation Loss: 0.150 -  Validation Accuracy: 0.959
Epoch: 32/100 Step: 3297 -  Training Loss: 0.067 -  Validation Loss: 0.193 -  Validation Accuracy: 0.944
Epoch: 33/100 Step: 3400 -  Training Loss: 0.079 -  Validation Loss: 0.154 -  Validation Accuracy: 0.962
Epoch: 34/100 Step: 3503 -  Training Loss: 0.093 -  Validation Loss: 0.136 -  Validation Accuracy: 0.964
Epoch: 35/100 Step: 3606 -  Training Loss: 0.076 -  Validation Loss: 0.143 -  Validation Accuracy: 0.960
Epoch: 36/100 Step: 3709 -  Training Loss: 0.064 -  Validation Loss: 0.194 -  Validation Accuracy: 0.954
Epoch: 37/100 Step: 3812 -  Training Loss: 0.074 -  Validation Loss: 0.153 -  Validation Accuracy: 0.962
Epoch: 38/100 Step: 3915 -  Training Loss: 0.058 -  Validation Loss: 0.144 -  Validation Accuracy: 0.965
Epoch: 39/100 Step: 4018 -  Training Loss: 0.075 -  Validation Loss: 0.169 -  Validation Accuracy: 0.956
Epoch: 40/100 Step: 4121 -  Training Loss: 0.070 -  Validation Loss: 0.171 -  Validation Accuracy: 0.956
Epoch: 41/100 Step: 4224 -  Training Loss: 0.080 -  Validation Loss: 0.169 -  Validation Accuracy: 0.952
Epoch: 42/100 Step: 4327 -  Training Loss: 0.066 -  Validation Loss: 0.184 -  Validation Accuracy: 0.957
Epoch: 43/100 Step: 4430 -  Training Loss: 0.083 -  Validation Loss: 0.195 -  Validation Accuracy: 0.955
Epoch: 44/100 Step: 4533 -  Training Loss: 0.073 -  Validation Loss: 0.182 -  Validation Accuracy: 0.956
Epoch: 45/100 Step: 4636 -  Training Loss: 0.077 -  Validation Loss: 0.153 -  Validation Accuracy: 0.957
Epoch: 46/100 Step: 4739 -  Training Loss: 0.057 -  Validation Loss: 0.144 -  Validation Accuracy: 0.963
Epoch: 47/100 Step: 4842 -  Training Loss: 0.055 -  Validation Loss: 0.172 -  Validation Accuracy: 0.957
Epoch: 48/100 Step: 4945 -  Training Loss: 0.063 -  Validation Loss: 0.186 -  Validation Accuracy: 0.957
Epoch: 49/100 Step: 5048 -  Training Loss: 0.062 -  Validation Loss: 0.139 -  Validation Accuracy: 0.963
Epoch: 50/100 Step: 5151 -  Training Loss: 0.071 -  Validation Loss: 0.219 -  Validation Accuracy: 0.947
Epoch: 51/100 Step: 5254 -  Training Loss: 0.081 -  Validation Loss: 0.189 -  Validation Accuracy: 0.951
Epoch: 52/100 Step: 5357 -  Training Loss: 0.083 -  Validation Loss: 0.213 -  Validation Accuracy: 0.953
Epoch: 53/100 Step: 5460 -  Training Loss: 0.067 -  Validation Loss: 0.184 -  Validation Accuracy: 0.952
Epoch: 54/100 Step: 5563 -  Training Loss: 0.059 -  Validation Loss: 0.251 -  Validation Accuracy: 0.950
Epoch: 55/100 Step: 5666 -  Training Loss: 0.064 -  Validation Loss: 0.182 -  Validation Accuracy: 0.960
Epoch: 56/100 Step: 5769 -  Training Loss: 0.075 -  Validation Loss: 0.165 -  Validation Accuracy: 0.963
Epoch: 57/100 Step: 5872 -  Training Loss: 0.062 -  Validation Loss: 0.171 -  Validation Accuracy: 0.954
Epoch: 58/100 Step: 5975 -  Training Loss: 0.075 -  Validation Loss: 0.156 -  Validation Accuracy: 0.962
Epoch: 59/100 Step: 6078 -  Training Loss: 0.068 -  Validation Loss: 0.194 -  Validation Accuracy: 0.954
Epoch: 60/100 Step: 6181 -  Training Loss: 0.063 -  Validation Loss: 0.186 -  Validation Accuracy: 0.956
Epoch: 61/100 Step: 6284 -  Training Loss: 0.061 -  Validation Loss: 0.201 -  Validation Accuracy: 0.954
Epoch: 62/100 Step: 6387 -  Training Loss: 0.044 -  Validation Loss: 0.207 -  Validation Accuracy: 0.959
Epoch: 63/100 Step: 6490 -  Training Loss: 0.058 -  Validation Loss: 0.186 -  Validation Accuracy: 0.956
Epoch: 64/100 Step: 6593 -  Training Loss: 0.058 -  Validation Loss: 0.159 -  Validation Accuracy: 0.962
Epoch: 65/100 Step: 6696 -  Training Loss: 0.075 -  Validation Loss: 0.193 -  Validation Accuracy: 0.953
Epoch: 66/100 Step: 6799 -  Training Loss: 0.067 -  Validation Loss: 0.190 -  Validation Accuracy: 0.960
Epoch: 67/100 Step: 6902 -  Training Loss: 0.062 -  Validation Loss: 0.177 -  Validation Accuracy: 0.964
Epoch: 68/100 Step: 7005 -  Training Loss: 0.060 -  Validation Loss: 0.182 -  Validation Accuracy: 0.965
Epoch: 69/100 Step: 7108 -  Training Loss: 0.059 -  Validation Loss: 0.210 -  Validation Accuracy: 0.954
Epoch: 70/100 Step: 7211 -  Training Loss: 0.059 -  Validation Loss: 0.152 -  Validation Accuracy: 0.968
Epoch: 71/100 Step: 7314 -  Training Loss: 0.066 -  Validation Loss: 0.203 -  Validation Accuracy: 0.960
Epoch: 72/100 Step: 7417 -  Training Loss: 0.052 -  Validation Loss: 0.232 -  Validation Accuracy: 0.955
Epoch: 73/100 Step: 7520 -  Training Loss: 0.062 -  Validation Loss: 0.174 -  Validation Accuracy: 0.960
Epoch: 74/100 Step: 7623 -  Training Loss: 0.062 -  Validation Loss: 0.218 -  Validation Accuracy: 0.956
Epoch: 75/100 Step: 7726 -  Training Loss: 0.059 -  Validation Loss: 0.189 -  Validation Accuracy: 0.952
Epoch: 76/100 Step: 7829 -  Training Loss: 0.052 -  Validation Loss: 0.207 -  Validation Accuracy: 0.952
Epoch: 77/100 Step: 7932 -  Training Loss: 0.049 -  Validation Loss: 0.231 -  Validation Accuracy: 0.952
Epoch: 78/100 Step: 8035 -  Training Loss: 0.057 -  Validation Loss: 0.219 -  Validation Accuracy: 0.956
Epoch: 79/100 Step: 8138 -  Training Loss: 0.067 -  Validation Loss: 0.265 -  Validation Accuracy: 0.941
Epoch: 80/100 Step: 8241 -  Training Loss: 0.062 -  Validation Loss: 0.232 -  Validation Accuracy: 0.953
Epoch: 81/100 Step: 8344 -  Training Loss: 0.057 -  Validation Loss: 0.223 -  Validation Accuracy: 0.953
Epoch: 82/100 Step: 8447 -  Training Loss: 0.062 -  Validation Loss: 0.237 -  Validation Accuracy: 0.950
Epoch: 83/100 Step: 8550 -  Training Loss: 0.057 -  Validation Loss: 0.220 -  Validation Accuracy: 0.958
Epoch: 84/100 Step: 8653 -  Training Loss: 0.090 -  Validation Loss: 0.205 -  Validation Accuracy: 0.952
Epoch: 85/100 Step: 8756 -  Training Loss: 0.056 -  Validation Loss: 0.225 -  Validation Accuracy: 0.953
Epoch: 86/100 Step: 8859 -  Training Loss: 0.047 -  Validation Loss: 0.199 -  Validation Accuracy: 0.957
Epoch: 87/100 Step: 8962 -  Training Loss: 0.051 -  Validation Loss: 0.214 -  Validation Accuracy: 0.957
Epoch: 88/100 Step: 9065 -  Training Loss: 0.066 -  Validation Loss: 0.241 -  Validation Accuracy: 0.956
Epoch: 89/100 Step: 9168 -  Training Loss: 0.063 -  Validation Loss: 0.243 -  Validation Accuracy: 0.958
Epoch: 90/100 Step: 9271 -  Training Loss: 0.063 -  Validation Loss: 0.195 -  Validation Accuracy: 0.961
Epoch: 91/100 Step: 9374 -  Training Loss: 0.046 -  Validation Loss: 0.269 -  Validation Accuracy: 0.956
Epoch: 92/100 Step: 9477 -  Training Loss: 0.056 -  Validation Loss: 0.186 -  Validation Accuracy: 0.958
Epoch: 93/100 Step: 9580 -  Training Loss: 0.064 -  Validation Loss: 0.245 -  Validation Accuracy: 0.952
Epoch: 94/100 Step: 9683 -  Training Loss: 0.059 -  Validation Loss: 0.224 -  Validation Accuracy: 0.960
Epoch: 95/100 Step: 9786 -  Training Loss: 0.058 -  Validation Loss: 0.234 -  Validation Accuracy: 0.957
Epoch: 96/100 Step: 9889 -  Training Loss: 0.064 -  Validation Loss: 0.253 -  Validation Accuracy: 0.959
Epoch: 97/100 Step: 9992 -  Training Loss: 0.054 -  Validation Loss: 0.239 -  Validation Accuracy: 0.962
Epoch: 98/100 Step: 10095 -  Training Loss: 0.059 -  Validation Loss: 0.204 -  Validation Accuracy: 0.965
Epoch: 99/100 Step: 10198 -  Training Loss: 0.066 -  Validation Loss: 0.263 -  Validation Accuracy: 0.963
Epoch: 100/100 Step: 10301 -  Training Loss: 0.068 -  Validation Loss: 0.206 -  Validation Accuracy: 0.962
model: densenet169 - hidden layers: [1024] - epochs: 100 - lr: 0.001
Run time: 153.578 min
